"item_id","dataset_id","status","file_name","creation_date","update_date","resolved_wos_ut"
CTNG2026020016466880,DATA2026020034944296,A,CTNG2026020.XML,2026-08-20 06:09:02.834,2026-08-20 06:09:13.448,WOS:001610112000001
CTNG2026020016466888,DATA2026020034944304,A,CTNG2026020.XML,2026-08-20 06:09:03.031,2026-08-20 06:09:13.572,WOS:001634926800001
CTNG2026020016466885,DATA2026020034944301,A,CTNG2026020.XML,2026-08-20 06:09:02.957,2026-08-20 06:09:13.831,WOS:001634234800001
CTNG2026020016466893,DATA2026020034944309,A,CTNG2026020.XML,2026-08-20 06:09:03.158,2026-08-20 06:09:13.963,WOS:001641320300002
CTNG2026020016466924,DATA2026020034944393,A,CTNG2026020.XML,2026-08-20 06:09:03.343,2026-08-20 06:09:14.532,WOS:001634556500001
CTNG2026020016466905,DATA2026020034944340,A,CTNG2026020.XML,2026-08-20 06:09:03.322,2026-08-20 06:09:14.655,WOS:001699582700004
CTNG2026020016466897,DATA2026020034944313,A,CTNG2026020.XML,2026-08-20 06:09:03.268,2026-08-20 06:09:14.958,WOS:001636246700001
CTNG2026020016466890,DATA2026020034944306,A,CTNG2026020.XML,2026-08-20 06:09:03.071,2026-08-20 06:09:15.058,WOS:001636246400002
CTNG2026020016466935,DATA2026020034944417,A,CTNG2026020.XML,2026-08-20 06:09:03.707,2026-08-20 06:09:15.519,WOS:001636900300001
CTNG2026020016466942,DATA2026020034944424,A,CTNG2026020.XML,2026-08-20 06:09:03.879,2026-08-20 06:09:15.645,WOS:001634149800002
CTNG2026020016466899,DATA2026020034944319,A,CTNG2026020.XML,2026-08-20 06:09:03.288,2026-08-20 06:09:14.852,WOS:001576606900001
CTNG2026020016466941,DATA2026020034944423,A,CTNG2026020.XML,2026-08-20 06:09:03.851,2026-08-20 06:09:26.630,WOS:001649805800001
CTNG2026020016466950,DATA2026020034944432,A,CTNG2026020.XML,2026-08-20 06:09:04.036,2026-08-20 06:09:27.650,WOS:001634241000001
CTNG2026020016466886,DATA2026020034944302,A,CTNG2026020.XML,2026-08-20 06:09:02.977,2026-08-20 06:09:15.069,WOS:001641112300001
CTNG2026020016466929,DATA2026020034944408,A,CTNG2026020.XML,2026-08-20 06:09:03.417,2026-08-20 06:09:16.181,WOS:000482004000009
CTNG2026020016466955,DATA2026020034944437,A,CTNG2026020.XML,2026-08-20 06:09:04.149,2026-08-20 06:09:17.320,WOS:001559793500006
CTNG2026020016466953,DATA2026020034944435,A,CTNG2026020.XML,2026-08-20 06:09:04.092,2026-08-20 06:09:16.171,WOS:001636155500001
CTNG2026020016466945,DATA2026020034944427,A,CTNG2026020.XML,2026-08-20 06:09:03.937,2026-08-20 06:09:16.421,WOS:001631771200002
CTNG2026020016466951,DATA2026020034944433,A,CTNG2026020.XML,2026-08-20 06:09:04.051,2026-08-20 06:09:17.539,WOS:001630264000002
CTNG2026020016467758,DATA2026020034945611,A,CTNG2026020.XML,2026-08-20 06:09:16.229,2026-08-20 06:10:40.386,WOS:001593813800001
CTNG2026020016467765,DATA2026020034945626,A,CTNG2026020.XML,2026-08-20 06:09:16.346,2026-08-20 06:10:40.885,WOS:001582814400001
CTNG2026020016466938,DATA2026020034944420,A,CTNG2026020.XML,2026-08-20 06:09:03.786,2026-08-20 06:09:16.625,WOS:001635963400001
CTNG2026020016466946,DATA2026020034944428,A,CTNG2026020.XML,2026-08-20 06:09:03.965,2026-08-20 06:09:16.672,WOS:001636090400001
CTNG2026020016466949,DATA2026020034944431,A,CTNG2026020.XML,2026-08-20 06:09:04.022,2026-08-20 06:09:16.814,WOS:001631582500001
CTNG2026020016466957,DATA2026020034944439,A,CTNG2026020.XML,2026-08-20 06:09:04.200,2026-08-20 06:09:17.268,WOS:001628918200001
CTNG2026020016466961,DATA2026020034944443,A,CTNG2026020.XML,2026-08-20 06:09:04.294,2026-08-20 06:09:17.454,WOS:001632226800001
CTNG2026020016467812,DATA2026020034945695,A,CTNG2026020.XML,2026-08-20 06:09:17.274,2026-08-20 06:10:09.869,WOS:001586629400019
CTNG2026020016466947,DATA2026020034944429,A,CTNG2026020.XML,2026-08-20 06:09:03.982,2026-08-20 06:09:17.272,WOS:001359325700001
CTNG2026020016466960,DATA2026020034944442,A,CTNG2026020.XML,2026-08-20 06:09:04.277,2026-08-20 06:09:17.590,WOS:001514259800001
CTNG2026020016466948,DATA2026020034944430,A,CTNG2026020.XML,2026-08-20 06:09:04.002,2026-08-20 06:09:17.526,WOS:001611275300001
CTNG2026020016466952,DATA2026020034944434,A,CTNG2026020.XML,2026-08-20 06:09:04.070,2026-08-20 06:09:17.751,WOS:001620783400001
CTNG2026020016466680,DATA2026020034944017,A,CTNG2026020.XML,2026-08-20 06:09:00.283,2026-08-20 06:09:18.240,WOS:001651032800004
CTNG2026020016466998,DATA2026020034944524,A,CTNG2026020.XML,2026-08-20 06:09:04.657,2026-08-20 06:09:18.248,WOS:001563167100001
CTNG2026020016466962,DATA2026020034944444,A,CTNG2026020.XML,2026-08-20 06:09:04.315,2026-08-20 06:09:18.469,WOS:001658013200002
CTNG2026020016466979,DATA2026020034944480,A,CTNG2026020.XML,2026-08-20 06:09:04.531,2026-08-20 06:09:18.516,WOS:001645779600002
CTNG2026020016466959,DATA2026020034944441,A,CTNG2026020.XML,2026-08-20 06:09:04.259,2026-08-20 06:09:18.523,WOS:001629011700001
CTNG2026020016466982,DATA2026020034944487,A,CTNG2026020.XML,2026-08-20 06:09:04.597,2026-08-20 06:09:18.638,WOS:001657067900005
CTNG2026020016467006,DATA2026020034944535,A,CTNG2026020.XML,2026-08-20 06:09:04.818,2026-08-20 06:09:20.273,WOS:001627854600042
CTNG2026020016466958,DATA2026020034944440,A,CTNG2026020.XML,2026-08-20 06:09:04.237,2026-08-20 06:09:21.270,WOS:001634207100001
CTNG2026020016467016,DATA2026020034944545,A,CTNG2026020.XML,2026-08-20 06:09:05.071,2026-08-20 06:09:21.312,WOS:001281971000001
CTNG2026020016466976,DATA2026020034944476,A,CTNG2026020.XML,2026-08-20 06:09:04.509,2026-08-20 06:09:21.399,WOS:001637750100001
CTNG2026020016467029,DATA2026020034944559,A,CTNG2026020.XML,2026-08-20 06:09:05.528,2026-08-20 06:09:22.113,WOS:001628975000001
CTNG2026020016467041,DATA2026020034944571,A,CTNG2026020.XML,2026-08-20 06:09:05.768,2026-08-20 06:09:22.225,WOS:001626587200005
CTNG2026020016466988,DATA2026020034944502,A,CTNG2026020.XML,2026-08-20 06:09:04.620,2026-08-20 06:09:18.696,WOS:001687351200001
CTNG2026020016466996,DATA2026020034944516,A,CTNG2026020.XML,2026-08-20 06:09:04.640,2026-08-20 06:09:18.909,WOS:001606199000001
CTNG2026020016467001,DATA2026020034944529,A,CTNG2026020.XML,2026-08-20 06:09:04.700,2026-08-20 06:09:19.533,WOS:001605955300001
CTNG2026020016467008,DATA2026020034944537,A,CTNG2026020.XML,2026-08-20 06:09:04.874,2026-08-20 06:09:20.016,WOS:001630918200007
CTNG2026020016466975,DATA2026020034944474,A,CTNG2026020.XML,2026-08-20 06:09:04.343,2026-08-20 06:09:18.883,WOS:001637750100001
CTNG2026020016467004,DATA2026020034944533,A,CTNG2026020.XML,2026-08-20 06:09:04.764,2026-08-20 06:09:19.263,WOS:001624124900001
CTNG2026020016467011,DATA2026020034944540,A,CTNG2026020.XML,2026-08-20 06:09:04.953,2026-08-20 06:09:20.374,WOS:001562684100001
CTNG2026020016467007,DATA2026020034944536,A,CTNG2026020.XML,2026-08-20 06:09:04.850,2026-08-20 06:09:19.355,WOS:001587387500001
CTNG2026020016467003,DATA2026020034944532,A,CTNG2026020.XML,2026-08-20 06:09:04.739,2026-08-20 06:09:19.374,WOS:001355215100001
CTNG2026020016467009,DATA2026020034944538,A,CTNG2026020.XML,2026-08-20 06:09:04.900,2026-08-20 06:09:20.192,WOS:001572758900001
CTNG2026020016466683,DATA2026020034944021,A,CTNG2026020.XML,2026-08-20 06:09:00.343,2026-08-20 06:09:20.206,WOS:001702834100003
CTNG2026020016467013,DATA2026020034944542,A,CTNG2026020.XML,2026-08-20 06:09:04.992,2026-08-20 06:09:20.355,WOS:001562684100001
CTNG2026020016467022,DATA2026020034944551,A,CTNG2026020.XML,2026-08-20 06:09:05.352,2026-08-20 06:09:21.541,WOS:001626608200001
CTNG2026020016467030,DATA2026020034944560,A,CTNG2026020.XML,2026-08-20 06:09:05.552,2026-08-20 06:09:21.699,WOS:001626608200001
CTNG2026020016467017,DATA2026020034944546,A,CTNG2026020.XML,2026-08-20 06:09:05.192,2026-08-20 06:09:20.466,WOS:001504614600001
CTNG2026020016467019,DATA2026020034944548,A,CTNG2026020.XML,2026-08-20 06:09:05.274,2026-08-20 06:09:20.512,WOS:001588287700001
CTNG2026020016467002,DATA2026020034944531,A,CTNG2026020.XML,2026-08-20 06:09:04.718,2026-08-20 06:09:20.480,WOS:001504614600001
CTNG2026020016467020,DATA2026020034944549,A,CTNG2026020.XML,2026-08-20 06:09:05.298,2026-08-20 06:09:20.886,WOS:001596307700001
CTNG2026020016467031,DATA2026020034944561,A,CTNG2026020.XML,2026-08-20 06:09:05.572,2026-08-20 06:09:21.955,WOS:001623397300001
CTNG2026020016467039,DATA2026020034944569,A,CTNG2026020.XML,2026-08-20 06:09:05.729,2026-08-20 06:09:22.226,WOS:001626587200005
CTNG2026020016467014,DATA2026020034944543,A,CTNG2026020.XML,2026-08-20 06:09:05.017,2026-08-20 06:09:20.677,WOS:001629057700003
CTNG2026020016467010,DATA2026020034944539,A,CTNG2026020.XML,2026-08-20 06:09:04.930,2026-08-20 06:09:20.739,WOS:001547412200001
CTNG2026020016467012,DATA2026020034944541,A,CTNG2026020.XML,2026-08-20 06:09:04.972,2026-08-20 06:09:20.753,WOS:001626344700006
CTNG2026020016467025,DATA2026020034944554,A,CTNG2026020.XML,2026-08-20 06:09:05.442,2026-08-20 06:09:21.287,WOS:001369372800001
CTNG2026020016467028,DATA2026020034944558,A,CTNG2026020.XML,2026-08-20 06:09:05.511,2026-08-20 06:09:21.804,WOS:001627619300003
CTNG2026020016467021,DATA2026020034944550,A,CTNG2026020.XML,2026-08-20 06:09:05.330,2026-08-20 06:09:21.609,WOS:001632853800001
CTNG2026020016467036,DATA2026020034944566,A,CTNG2026020.XML,2026-08-20 06:09:05.674,2026-08-20 06:09:23.101,WOS:001621512200001
CTNG2026020016467047,DATA2026020034944577,A,CTNG2026020.XML,2026-08-20 06:09:05.906,2026-08-20 06:09:25.106,WOS:001639643300001
CTNG2026020016467097,DATA2026020034944664,A,CTNG2026020.XML,2026-08-20 06:09:06.467,2026-08-20 06:09:26.585,WOS:001630965800017
CTNG2026020016467107,DATA2026020034944674,A,CTNG2026020.XML,2026-08-20 06:09:06.649,2026-08-20 06:09:26.960,WOS:001620953700029
CTNG2026020016467034,DATA2026020034944564,A,CTNG2026020.XML,2026-08-20 06:09:05.632,2026-08-20 06:09:21.957,WOS:001628481100001
CTNG2026020016467042,DATA2026020034944572,A,CTNG2026020.XML,2026-08-20 06:09:05.787,2026-08-20 06:09:22.267,null
CTNG2026020016467023,DATA2026020034944552,A,CTNG2026020.XML,2026-08-20 06:09:05.389,2026-08-20 06:09:22.578,WOS:001627610000003
CTNG2026020016467018,DATA2026020034944547,A,CTNG2026020.XML,2026-08-20 06:09:05.235,2026-08-20 06:09:21.959,WOS:001623397300001
CTNG2026020016467024,DATA2026020034944553,A,CTNG2026020.XML,2026-08-20 06:09:05.421,2026-08-20 06:09:22.175,WOS:001607977200001
CTNG2026020016467040,DATA2026020034944570,A,CTNG2026020.XML,2026-08-20 06:09:05.751,2026-08-20 06:09:22.345,WOS:001626608200001
CTNG2026020016467044,DATA2026020034944574,A,CTNG2026020.XML,2026-08-20 06:09:05.835,2026-08-20 06:09:23.161,WOS:001348438900001
CTNG2026020016467033,DATA2026020034944563,A,CTNG2026020.XML,2026-08-20 06:09:05.617,2026-08-20 06:09:23.182,WOS:001361917300001
CTNG2026020016467046,DATA2026020034944576,A,CTNG2026020.XML,2026-08-20 06:09:05.891,2026-08-20 06:09:22.505,WOS:001614142000001
CTNG2026020016467048,DATA2026020034944578,A,CTNG2026020.XML,2026-08-20 06:09:05.931,2026-08-20 06:09:22.645,WOS:001369372800001
CTNG2026020016467092,DATA2026020034944657,A,CTNG2026020.XML,2026-08-20 06:09:06.197,2026-08-20 06:09:23.536,WOS:001625366300043
CTNG2026020016467056,DATA2026020034944592,A,CTNG2026020.XML,2026-08-20 06:09:05.964,2026-08-20 06:09:24.288,WOS:001617389400001
CTNG2026020016467094,DATA2026020034944661,A,CTNG2026020.XML,2026-08-20 06:09:06.229,2026-08-20 06:09:24.589,WOS:001646459900001
CTNG2026020016467099,DATA2026020034944666,A,CTNG2026020.XML,2026-08-20 06:09:06.518,2026-08-20 06:09:25.411,WOS:001646458600001
CTNG2026020016467102,DATA2026020034944669,A,CTNG2026020.XML,2026-08-20 06:09:06.568,2026-08-20 06:09:25.904,WOS:001364039600001
CTNG2026020016467043,DATA2026020034944573,A,CTNG2026020.XML,2026-08-20 06:09:05.803,2026-08-20 06:09:23.030,WOS:001611279500001
CTNG2026020016467045,DATA2026020034944575,A,CTNG2026020.XML,2026-08-20 06:09:05.859,2026-08-20 06:09:23.071,WOS:001625825300001
CTNG2026020016467081,DATA2026020034944638,A,CTNG2026020.XML,2026-08-20 06:09:06.086,2026-08-20 06:09:24.385,WOS:001369332100001
CTNG2026020016467096,DATA2026020034944663,A,CTNG2026020.XML,2026-08-20 06:09:06.447,2026-08-20 06:09:24.866,WOS:001621842900001
CTNG2026020016467093,DATA2026020034944660,A,CTNG2026020.XML,2026-08-20 06:09:06.214,2026-08-20 06:09:24.986,WOS:001418648300001
CTNG2026020016467084,DATA2026020034944642,A,CTNG2026020.XML,2026-08-20 06:09:06.145,2026-08-20 06:09:25.061,WOS:001620530800025
CTNG2026020016467111,DATA2026020034944678,A,CTNG2026020.XML,2026-08-20 06:09:06.726,2026-08-20 06:09:25.069,WOS:001618151500001
CTNG2026020016467038,DATA2026020034944568,A,CTNG2026020.XML,2026-08-20 06:09:05.715,2026-08-20 06:09:23.103,WOS:001624680600001
CTNG2026020016467027,DATA2026020034944557,A,CTNG2026020.XML,2026-08-20 06:09:05.490,2026-08-20 06:09:23.351,WOS:001378906400001
CTNG2026020016467059,DATA2026020034944595,A,CTNG2026020.XML,2026-08-20 06:09:05.999,2026-08-20 06:09:23.829,WOS:001650885800001
CTNG2026020016466767,DATA2026020034944144,A,CTNG2026020.XML,2026-08-20 06:09:01.337,2026-08-20 06:09:24.042,WOS:001629742100002
CTNG2026020016467049,DATA2026020034944579,A,CTNG2026020.XML,2026-08-20 06:09:05.949,2026-08-20 06:09:24.057,WOS:001568661400001
CTNG2026020016467037,DATA2026020034944567,A,CTNG2026020.XML,2026-08-20 06:09:05.695,2026-08-20 06:09:24.072,WOS:001596177400001
CTNG2026020016467070,DATA2026020034944617,A,CTNG2026020.XML,2026-08-20 06:09:06.046,2026-08-20 06:09:24.490,WOS:001620578700002
CTNG2026020016467032,DATA2026020034944562,A,CTNG2026020.XML,2026-08-20 06:09:05.589,2026-08-20 06:09:24.976,WOS:001628597100004
CTNG2026020016466787,DATA2026020034944169,A,CTNG2026020.XML,2026-08-20 06:09:01.624,2026-08-20 06:09:25.017,WOS:001672232800001
CTNG2026020016467098,DATA2026020034944665,A,CTNG2026020.XML,2026-08-20 06:09:06.499,2026-08-20 06:09:25.058,WOS:001618151500001
CTNG2026020016467069,DATA2026020034944614,A,CTNG2026020.XML,2026-08-20 06:09:06.015,2026-08-20 06:09:23.961,WOS:001625461000015
CTNG2026020016467057,DATA2026020034944593,A,CTNG2026020.XML,2026-08-20 06:09:05.983,2026-08-20 06:09:24.023,WOS:000910983000001
CTNG2026020016467080,DATA2026020034944637,A,CTNG2026020.XML,2026-08-20 06:09:06.068,2026-08-20 06:09:24.279,WOS:001627852900006
CTNG2026020016467100,DATA2026020034944667,A,CTNG2026020.XML,2026-08-20 06:09:06.539,2026-08-20 06:09:24.881,WOS:001608528600001
CTNG2026020016467103,DATA2026020034944670,A,CTNG2026020.XML,2026-08-20 06:09:06.586,2026-08-20 06:09:25.051,WOS:001620530800025
CTNG2026020016467085,DATA2026020034944643,A,CTNG2026020.XML,2026-08-20 06:09:06.181,2026-08-20 06:09:25.962,WOS:001635158200002
CTNG2026020016467082,DATA2026020034944639,A,CTNG2026020.XML,2026-08-20 06:09:06.105,2026-08-20 06:09:25.157,WOS:000867852700001
CTNG2026020016467105,DATA2026020034944672,A,CTNG2026020.XML,2026-08-20 06:09:06.616,2026-08-20 06:09:26.394,WOS:001618773500001
CTNG2026020016467106,DATA2026020034944673,A,CTNG2026020.XML,2026-08-20 06:09:06.630,2026-08-20 06:09:25.411,WOS:001646458600001
CTNG2026020016467095,DATA2026020034944662,A,CTNG2026020.XML,2026-08-20 06:09:06.414,2026-08-20 06:09:25.992,WOS:001605240300001
CTNG2026020016467108,DATA2026020034944675,A,CTNG2026020.XML,2026-08-20 06:09:06.665,2026-08-20 06:09:26.046,WOS:001619224100001
CTNG2026020016467114,DATA2026020034944681,A,CTNG2026020.XML,2026-08-20 06:09:06.775,2026-08-20 06:09:26.612,WOS:001622643500029
CTNG2026020016467112,DATA2026020034944679,A,CTNG2026020.XML,2026-08-20 06:09:06.744,2026-08-20 06:09:26.671,WOS:001619923100003
CTNG2026020016467118,DATA2026020034944685,A,CTNG2026020.XML,2026-08-20 06:09:06.849,2026-08-20 06:09:26.671,WOS:001627539700001
CTNG2026020016467122,DATA2026020034944689,A,CTNG2026020.XML,2026-08-20 06:09:06.938,2026-08-20 06:09:27.687,WOS:001616387000001
CTNG2026020016467131,DATA2026020034944702,A,CTNG2026020.XML,2026-08-20 06:09:07.006,2026-08-20 06:09:27.923,WOS:001490013800001
CTNG2026020016467104,DATA2026020034944671,A,CTNG2026020.XML,2026-08-20 06:09:06.600,2026-08-20 06:09:26.685,WOS:001618147100001
CTNG2026020016467101,DATA2026020034944668,A,CTNG2026020.XML,2026-08-20 06:09:06.554,2026-08-20 06:09:26.910,WOS:001618596500001
CTNG2026020016467109,DATA2026020034944676,A,CTNG2026020.XML,2026-08-20 06:09:06.695,2026-08-20 06:09:26.713,WOS:001630085400020
CTNG2026020016467113,DATA2026020034944680,A,CTNG2026020.XML,2026-08-20 06:09:06.760,2026-08-20 06:09:26.810,WOS:001623191700001
CTNG2026020016467115,DATA2026020034944682,A,CTNG2026020.XML,2026-08-20 06:09:06.793,2026-08-20 06:09:26.713,WOS:001613124500002
CTNG2026020016467110,DATA2026020034944677,A,CTNG2026020.XML,2026-08-20 06:09:06.711,2026-08-20 06:09:26.727,WOS:001630085400020
CTNG2026020016466651,DATA2026020034943978,A,CTNG2026020.XML,2026-08-20 06:08:59.800,2026-08-20 06:09:27.401,WOS:001640358100001
CTNG2026020016467119,DATA2026020034944686,A,CTNG2026020.XML,2026-08-20 06:09:06.865,2026-08-20 06:09:27.624,WOS:001619981700003
CTNG2026020016467124,DATA2026020034944691,A,CTNG2026020.XML,2026-08-20 06:09:06.976,2026-08-20 06:09:26.953,WOS:001685134000001
CTNG2026020016467120,DATA2026020034944687,A,CTNG2026020.XML,2026-08-20 06:09:06.895,2026-08-20 06:09:27.193,WOS:001618151500001
CTNG2026020016467123,DATA2026020034944690,A,CTNG2026020.XML,2026-08-20 06:09:06.956,2026-08-20 06:09:27.509,WOS:001692286100036
CTNG2026020016467121,DATA2026020034944688,A,CTNG2026020.XML,2026-08-20 06:09:06.921,2026-08-20 06:09:27.501,WOS:001623567800001
CTNG2026020016467145,DATA2026020034944718,A,CTNG2026020.XML,2026-08-20 06:09:07.054,2026-08-20 06:09:27.800,WOS:001583349700005
CTNG2026020016467143,DATA2026020034944714,A,CTNG2026020.XML,2026-08-20 06:09:07.020,2026-08-20 06:09:27.628,WOS:000997551300001
CTNG2026020016467125,DATA2026020034944692,A,CTNG2026020.XML,2026-08-20 06:09:06.993,2026-08-20 06:09:27.643,WOS:001627777400001
CTNG2026020016467144,DATA2026020034944716,A,CTNG2026020.XML,2026-08-20 06:09:07.034,2026-08-20 06:09:27.687,WOS:001479816900001
CTNG2026020016467153,DATA2026020034944732,A,CTNG2026020.XML,2026-08-20 06:09:07.157,2026-08-20 06:09:28.624,WOS:001620771600002
CTNG2026020016466900,DATA2026020034944322,A,CTNG2026020.XML,2026-08-20 06:09:03.300,2026-08-20 06:09:27.711,WOS:001556402600001
CTNG2026020016467147,DATA2026020034944723,A,CTNG2026020.XML,2026-08-20 06:09:07.085,2026-08-20 06:09:27.813,WOS:000466979400059
CTNG2026020016467174,DATA2026020034944767,A,CTNG2026020.XML,2026-08-20 06:09:07.340,2026-08-20 06:09:29.220,WOS:001682996900001
CTNG2026020016467117,DATA2026020034944684,A,CTNG2026020.XML,2026-08-20 06:09:06.830,2026-08-20 06:09:27.984,WOS:001622546100001
CTNG2026020016467173,DATA2026020034944764,A,CTNG2026020.XML,2026-08-20 06:09:07.325,2026-08-20 06:09:28.399,WOS:001621207300001
CTNG2026020016467172,DATA2026020034944763,A,CTNG2026020.XML,2026-08-20 06:09:07.303,2026-08-20 06:09:28.402,WOS:001621207300001
CTNG2026020016467170,DATA2026020034944759,A,CTNG2026020.XML,2026-08-20 06:09:07.284,2026-08-20 06:09:28.557,WOS:001615774400001
CTNG2026020016467162,DATA2026020034944749,A,CTNG2026020.XML,2026-08-20 06:09:07.258,2026-08-20 06:09:28.771,WOS:001640835900001
CTNG2026020016467159,DATA2026020034944746,A,CTNG2026020.XML,2026-08-20 06:09:07.240,2026-08-20 06:09:28.588,WOS:001534593600001
CTNG2026020016467158,DATA2026020034944745,A,CTNG2026020.XML,2026-08-20 06:09:07.213,2026-08-20 06:09:28.618,WOS:001534593600001
CTNG2026020016467152,DATA2026020034944731,A,CTNG2026020.XML,2026-08-20 06:09:07.140,2026-08-20 06:09:28.677,WOS:000348771400032
CTNG2026020016467186,DATA2026020034944784,A,CTNG2026020.XML,2026-08-20 06:09:07.536,2026-08-20 06:09:29.739,WOS:001630966300001
CTNG2026020016467200,DATA2026020034944798,A,CTNG2026020.XML,2026-08-20 06:09:07.865,2026-08-20 06:09:30.405,WOS:001612747800001
CTNG2026020016467261,DATA2026020034944902,A,CTNG2026020.XML,2026-08-20 06:09:08.639,2026-08-20 06:10:12.031,WOS:001817053900002
CTNG2026020016466701,DATA2026020034944039,A,CTNG2026020.XML,2026-08-20 06:09:00.647,2026-08-20 06:09:28.696,WOS:001692415300016
CTNG2026020016467157,DATA2026020034944742,A,CTNG2026020.XML,2026-08-20 06:09:07.192,2026-08-20 06:09:29.227,WOS:001099323900007
CTNG2026020016466763,DATA2026020034944140,A,CTNG2026020.XML,2026-08-20 06:09:01.263,2026-08-20 06:09:29.503,WOS:001646318200001
CTNG2026020016467175,DATA2026020034944768,A,CTNG2026020.XML,2026-08-20 06:09:07.364,2026-08-20 06:09:28.876,WOS:001576250700018
CTNG2026020016467148,DATA2026020034944724,A,CTNG2026020.XML,2026-08-20 06:09:07.102,2026-08-20 06:09:29.124,WOS:000397695600001
CTNG2026020016466943,DATA2026020034944425,A,CTNG2026020.XML,2026-08-20 06:09:03.901,2026-08-20 06:09:29.175,WOS:001609663900001
CTNG2026020016467156,DATA2026020034944741,A,CTNG2026020.XML,2026-08-20 06:09:07.178,2026-08-20 06:09:28.975,WOS:001492037900001
CTNG2026020016467184,DATA2026020034944782,A,CTNG2026020.XML,2026-08-20 06:09:07.492,2026-08-20 06:09:29.939,WOS:001745040700003
CTNG2026020016467151,DATA2026020034944729,A,CTNG2026020.XML,2026-08-20 06:09:07.121,2026-08-20 06:09:29.286,WOS:001432194700001
CTNG2026020016467192,DATA2026020034944790,A,CTNG2026020.XML,2026-08-20 06:09:07.700,2026-08-20 06:09:29.515,WOS:001612711900001
CTNG2026020016467197,DATA2026020034944795,A,CTNG2026020.XML,2026-08-20 06:09:07.797,2026-08-20 06:09:30.033,WOS:001563958300001
CTNG2026020016467187,DATA2026020034944785,A,CTNG2026020.XML,2026-08-20 06:09:07.562,2026-08-20 06:09:30.391,WOS:001617860800032
CTNG2026020016467221,DATA2026020034944831,A,CTNG2026020.XML,2026-08-20 06:09:08.208,2026-08-20 06:09:31.167,WOS:001641019900001
CTNG2026020016466664,DATA2026020034943998,A,CTNG2026020.XML,2026-08-20 06:08:59.971,2026-08-20 06:09:29.382,WOS:001331606200001
CTNG2026020016466755,DATA2026020034944132,A,CTNG2026020.XML,2026-08-20 06:09:01.128,2026-08-20 06:09:30.461,WOS:001646749400001
CTNG2026020016467215,DATA2026020034944818,A,CTNG2026020.XML,2026-08-20 06:09:08.140,2026-08-20 06:09:31.219,WOS:001482767200001
CTNG2026020016467193,DATA2026020034944791,A,CTNG2026020.XML,2026-08-20 06:09:07.718,2026-08-20 06:09:29.441,WOS:001612657100002
CTNG2026020016467177,DATA2026020034944773,A,CTNG2026020.XML,2026-08-20 06:09:07.408,2026-08-20 06:09:29.629,WOS:001613975600001
CTNG2026020016467202,DATA2026020034944800,A,CTNG2026020.XML,2026-08-20 06:09:07.898,2026-08-20 06:09:29.924,WOS:001617389400001
CTNG2026020016467190,DATA2026020034944788,A,CTNG2026020.XML,2026-08-20 06:09:07.652,2026-08-20 06:09:29.978,WOS:001614199700002
CTNG2026020016467228,DATA2026020034944846,A,CTNG2026020.XML,2026-08-20 06:09:08.241,2026-08-20 06:09:30.663,WOS:001622367900001
CTNG2026020016467195,DATA2026020034944793,A,CTNG2026020.XML,2026-08-20 06:09:07.756,2026-08-20 06:09:30.671,WOS:001612730300001
CTNG2026020016467196,DATA2026020034944794,A,CTNG2026020.XML,2026-08-20 06:09:07.776,2026-08-20 06:09:31.052,WOS:001612408400001
CTNG2026020016467194,DATA2026020034944792,A,CTNG2026020.XML,2026-08-20 06:09:07.734,2026-08-20 06:09:29.631,WOS:001609824000002
CTNG2026020016467189,DATA2026020034944787,A,CTNG2026020.XML,2026-08-20 06:09:07.613,2026-08-20 06:09:30.021,WOS:001604941100001
CTNG2026020016467179,DATA2025191034339587,A,CTNG2026020.XML,2026-08-20 06:09:07.438,2026-08-20 06:09:30.360,WOS:001620952400016
CTNG2026020016467203,DATA2026020034944801,A,CTNG2026020.XML,2026-08-20 06:09:07.916,2026-08-20 06:09:30.665,WOS:001615187600001
CTNG2026020016467229,DATA2026020034944848,A,CTNG2026020.XML,2026-08-20 06:09:08.269,2026-08-20 06:09:30.872,null
CTNG2026020016467209,DATA2026020034944812,A,CTNG2026020.XML,2026-08-20 06:09:07.989,2026-08-20 06:09:31.148,WOS:001571980100001
CTNG2026020016467207,DATA2026020034944810,A,CTNG2026020.XML,2026-08-20 06:09:07.961,2026-08-20 06:09:31.297,WOS:001619462800001
CTNG2026020016467266,DATA2026020034944907,A,CTNG2026020.XML,2026-08-20 06:09:08.754,2026-08-20 06:09:31.700,WOS:001611467400002
CTNG2026020016467259,DATA2026020034944900,A,CTNG2026020.XML,2026-08-20 06:09:08.589,2026-08-20 06:09:32.276,WOS:001587961300001
CTNG2026020016466781,DATA2026020034944159,A,CTNG2026020.XML,2026-08-20 06:09:01.588,2026-08-20 06:09:29.648,WOS:001636700700001
CTNG2026020016467188,DATA2026020034944786,A,CTNG2026020.XML,2026-08-20 06:09:07.591,2026-08-20 06:09:29.806,WOS:001601182800001
CTNG2026020016467176,DATA2026020034944769,A,CTNG2026020.XML,2026-08-20 06:09:07.393,2026-08-20 06:09:29.927,WOS:001669175600006
CTNG2026020016467183,DATA2026020034944781,A,CTNG2026020.XML,2026-08-20 06:09:07.461,2026-08-20 06:09:29.950,WOS:001745040700003
